w1,w2,count,count_w1,P(w2|w1)
old,andronicus,8,586,0.013651877133105802
thus,hath,10,733,0.013642564802182811
thus,with,10,733,0.013642564802182811
thus,the,10,733,0.013642564802182811
man,may,26,1906,0.013641133263378805
to-morrow,then,3,220,0.013636363636363636
to-morrow,i,3,220,0.013636363636363636
worthy,his,3,220,0.013636363636363636
to-morrow,be,3,220,0.013636363636363636
worthy,.,3,220,0.013636363636363636
worthy,timon,3,220,0.013636363636363636
worthy,friends,3,220,0.013636363636363636
each,day,3,220,0.013636363636363636
each,to,3,220,0.013636363636363636
to-morrow,the,3,220,0.013636363636363636
each,in,3,220,0.013636363636363636
each,minute,3,220,0.013636363636363636
worthy,man,3,220,0.013636363636363636
worthy,lady,3,220,0.013636363636363636
to-morrow,'s,3,220,0.013636363636363636
each,drop,3,220,0.013636363636363636
each,at,3,220,0.013636363636363636
each,a,3,220,0.013636363636363636
each,",",3,220,0.013636363636363636
exit,an,13,954,0.013626834381551363
three,:,5,367,0.013623978201634877
three,witches,5,367,0.013623978201634877
three,hundred,5,367,0.013623978201634877
those,eyes,7,514,0.013618677042801557
take,thee,16,1175,0.013617021276595745
question,now,2,147,0.013605442176870748
question,?,2,147,0.013605442176870748
question,our,2,147,0.013605442176870748
straight,they,2,147,0.013605442176870748
unless,we,2,147,0.013605442176870748
bring,",",6,441,0.013605442176870748
question,more,2,147,0.013605442176870748
sons,?,2,147,0.013605442176870748
oath,!,2,147,0.013605442176870748
unless,things,2,147,0.013605442176870748
get,this,4,294,0.013605442176870748
coming,thither,2,147,0.013605442176870748
bring,a,6,441,0.013605442176870748
question,you,2,147,0.013605442176870748
oath,i,2,147,0.013605442176870748
straight,back,2,147,0.013605442176870748
question,your,2,147,0.013605442176870748
question,her,2,147,0.013605442176870748
unless,to,2,147,0.013605442176870748
unless,that,2,147,0.013605442176870748
question,'s,2,147,0.013605442176870748
sons,be,2,147,0.013605442176870748
oath,by,2,147,0.013605442176870748
get,as,4,294,0.013605442176870748
coming,with,2,147,0.013605442176870748
coming,forth,2,147,0.013605442176870748
sons,with,2,147,0.013605442176870748
straight,in,2,147,0.013605442176870748
straight,and,2,147,0.013605442176870748
question,this,2,147,0.013605442176870748
unless,your,2,147,0.013605442176870748
straight,a,2,147,0.013605442176870748
unless,some,2,147,0.013605442176870748
question,how,2,147,0.013605442176870748
bring,to,6,441,0.013605442176870748
unless,for,2,147,0.013605442176870748
straight,will,2,147,0.013605442176870748
doth,my,11,809,0.013597033374536464
doth,she,11,809,0.013597033374536464
nature,makes,5,368,0.01358695652173913
nature,should,5,368,0.01358695652173913
nature,in,5,368,0.01358695652173913
servant,i,3,221,0.013574660633484163
show,her,6,442,0.013574660633484163
told,this,3,221,0.013574660633484163
servant,ay,3,221,0.013574660633484163
told,so,3,221,0.013574660633484163
show,him,6,442,0.013574660633484163
true,to,10,737,0.013568521031207599
house,i,7,516,0.013565891472868217
comes,this,8,590,0.013559322033898305
up,again,14,1034,0.013539651837524178
say,no,22,1625,0.01353846153846154
shall,you,47,3472,0.013536866359447005
there,:,29,2143,0.013532431171255249
towards,phoebus,1,74,0.013513513513513514
aught,exacted,1,74,0.013513513513513514
goodly,mark,1,74,0.013513513513513514
do't,to,1,74,0.013513513513513514
view,nor,1,74,0.013513513513513514
towards,warwick,1,74,0.013513513513513514
towards,paphos,1,74,0.013513513513513514
widow,aunt,1,74,0.013513513513513514
sad,tale,2,148,0.013513513513513514
towards,three,1,74,0.013513513513513514
bones,cost,1,74,0.013513513513513514
do't,the,1,74,0.013513513513513514
ways,with,1,74,0.013513513513513514
yonder,glorious,1,74,0.013513513513513514
princely,paws,1,74,0.013513513513513514
wits,run,1,74,0.013513513513513514
bones,?,1,74,0.013513513513513514
aught,else,1,74,0.013513513513513514
goodly,villain,1,74,0.013513513513513514
aught,--,1,74,0.013513513513513514
goodly,medicine,1,74,0.013513513513513514
princely,shall,1,74,0.013513513513513514
for't,and,1,74,0.013513513513513514
yonder,moon,1,74,0.013513513513513514
tear,me,1,74,0.013513513513513514
wits,faint,1,74,0.013513513513513514
scarce,boot,1,74,0.013513513513513514
sun,begins,3,222,0.013513513513513514
tear,us,1,74,0.013513513513513514
drown,more,1,74,0.013513513513513514
yonder,:,1,74,0.013513513513513514
ways,do,1,74,0.013513513513513514
view,with,1,74,0.013513513513513514
yonder,lady,1,74,0.013513513513513514
aught,ere,1,74,0.013513513513513514
yonder,cloud,1,74,0.013513513513513514
goodly,steed,1,74,0.013513513513513514
princely,in,1,74,0.013513513513513514
goodly,gifts,1,74,0.013513513513513514
yonder,sun,1,74,0.013513513513513514
view,their,1,74,0.013513513513513514
princely,privilege,1,74,0.013513513513513514
drown,or,1,74,0.013513513513513514
for't,how,1,74,0.013513513513513514
princely,cousin,1,74,0.013513513513513514
goodly,shape,1,74,0.013513513513513514
caius,comes,1,74,0.013513513513513514
aught,which,1,74,0.013513513513513514
drown,.,1,74,0.013513513513513514
caius,!,1,74,0.013513513513513514
do't,not,1,74,0.013513513513513514
towards,it,1,74,0.013513513513513514
scarce,distinction,1,74,0.013513513513513514
princely,training,1,74,0.013513513513513514
drown,him,1,74,0.013513513513513514
goodly,gear,1,74,0.013513513513513514
yonder,fellow,1,74,0.013513513513513514
goodly,creature,1,74,0.013513513513513514
drown,himself,1,74,0.013513513513513514
drown,her,1,74,0.013513513513513514
scarce,blood,1,74,0.013513513513513514
aught,?,1,74,0.013513513513513514
for't,can,1,74,0.013513513513513514
for't,soon,1,74,0.013513513513513514
scarce,obey,1,74,0.013513513513513514
scarce,out,1,74,0.013513513513513514
goodly,babe,1,74,0.013513513513513514
widow,pluck,1,74,0.013513513513513514
yonder,at,1,74,0.013513513513513514
caius,marcellus,1,74,0.013513513513513514
change,these,2,148,0.013513513513513514
goodly,burthen,1,74,0.013513513513513514
for't,now,1,74,0.013513513513513514
scarce,any,1,74,0.013513513513513514
princely,trunk,1,74,0.013513513513513514
princely,presence,1,74,0.013513513513513514
princely,courtesy,1,74,0.013513513513513514
goodly,vessel,1,74,0.013513513513513514
goodly,presence,1,74,0.013513513513513514
princely,gentleman,1,74,0.013513513513513514
goodly,work,1,74,0.013513513513513514
towards,saint,1,74,0.013513513513513514
caius,the,1,74,0.013513513513513514
for't,but,1,74,0.013513513513513514
goodly,armour,1,74,0.013513513513513514
goodly,buildings,1,74,0.013513513513513514
princely,hand,1,74,0.013513513513513514
goodly,creatures,1,74,0.013513513513513514
tear,.,1,74,0.013513513513513514
know'st,what,1,74,0.013513513513513514
view,gilded,1,74,0.013513513513513514
towards,.,1,74,0.013513513513513514
scarce,the,1,74,0.013513513513513514
know'st,already,1,74,0.013513513513513514
set,your,6,444,0.013513513513513514
bones,there,1,74,0.013513513513513514
scarce,make,1,74,0.013513513513513514
scarce,friends,1,74,0.013513513513513514
goodly,humour,1,74,0.013513513513513514
yonder,walls,1,74,0.013513513513513514
tear,thyself,1,74,0.013513513513513514
drown,consideration,1,74,0.013513513513513514
scarce,one,1,74,0.013513513513513514
princely,majesty,1,74,0.013513513513513514
scarce,awake,1,74,0.013513513513513514
towards,marcius,1,74,0.013513513513513514
towards,ludlow,1,74,0.013513513513513514
change,indeed,2,148,0.013513513513513514
goodly,catching,1,74,0.013513513513513514
ways,!,1,74,0.013513513513513514
princely,novice,1,74,0.013513513513513514
wits,do,1,74,0.013513513513513514
princely,care,1,74,0.013513513513513514
goodly,increase,1,74,0.013513513513513514
view,perused,1,74,0.013513513513513514
view,thee,1,74,0.013513513513513514
princely,beauty,1,74,0.013513513513513514
yonder,stands,1,74,0.013513513513513514
wits,safe,1,74,0.013513513513513514
yonder,man,1,74,0.013513513513513514
goodly,house,1,74,0.013513513513513514
towards,wales,1,74,0.013513513513513514
yonder,city,1,74,0.013513513513513514
tear,nor,1,74,0.013513513513513514
do't,by,1,74,0.013513513513513514
wits,is,1,74,0.013513513513513514
princely,tongue,1,74,0.013513513513513514
towards,heaven,1,74,0.013513513513513514
tear,his,1,74,0.013513513513513514
princely,leader,1,74,0.013513513513513514
change,places,2,148,0.013513513513513514
change,or,2,148,0.013513513513513514
yonder,i,1,74,0.013513513513513514
princely,richmond,1,74,0.013513513513513514
change,our,2,148,0.013513513513513514
view,and,1,74,0.013513513513513514
yonder,blessed,1,74,0.013513513513513514
drown,their,1,74,0.013513513513513514
goodly,boy,1,74,0.013513513513513514
wits,will,1,74,0.013513513513513514
aught,intend'st,1,74,0.013513513513513514
wits,at,1,74,0.013513513513513514
scarce,could,1,74,0.013513513513513514
ways,you,1,74,0.013513513513513514
yonder,dog,1,74,0.013513513513513514
goodly,book,1,74,0.013513513513513514
aught,for,1,74,0.013513513513513514
goodly,eyes,1,74,0.013513513513513514
know'st,now,1,74,0.013513513513513514
widow,from,1,74,0.013513513513513514
view,fair,1,74,0.013513513513513514
yonder,arrested,1,74,0.013513513513513514
sad,talk,2,148,0.013513513513513514
wits,too,1,74,0.013513513513513514
bones,asunder,1,74,0.013513513513513514
goodly,mast,1,74,0.013513513513513514
view,thy,1,74,0.013513513513513514
goodly,aged,1,74,0.013513513513513514
change,upon,2,148,0.013513513513513514
duty,which,2,148,0.013513513513513514
bones,be,1,74,0.013513513513513514
drown,this,1,74,0.013513513513513514
goodly,broker,1,74,0.013513513513513514
change,to,2,148,0.013513513513513514
aught,thou,1,74,0.013513513513513514
scarce,thought,1,74,0.013513513513513514
aught,.,1,74,0.013513513513513514
scarce,current,1,74,0.013513513513513514
duty,done,2,148,0.013513513513513514
widow,sister,1,74,0.013513513513513514
tear,thee,1,74,0.013513513513513514
towards,salisbury,1,74,0.013513513513513514
goodly,transformation,1,74,0.013513513513513514
scarce,strength,1,74,0.013513513513513514
princely,gifts,1,74,0.013513513513513514
for't,as,1,74,0.013513513513513514
yonder,'t,1,74,0.013513513513513514
duty,'s,2,148,0.013513513513513514
aught,your,1,74,0.013513513513513514
sad,remembrance,2,148,0.013513513513513514
scarce,trust,1,74,0.013513513513513514
yonder,shines,1,74,0.013513513513513514
view,!,1,74,0.013513513513513514
scarce,hold,1,74,0.013513513513513514
goodly,thousands,1,74,0.013513513513513514
towards,mantua,1,74,0.013513513513513514
scarce,entreat,1,74,0.013513513513513514
scarce,to,1,74,0.013513513513513514
wits,of,1,74,0.013513513513513514
tear,can,1,74,0.013513513513513514
goodly,commodity,1,74,0.013513513513513514
towards,england,1,74,0.013513513513513514
scarce,worth,1,74,0.013513513513513514
widow,them,1,74,0.013513513513513514
princely,:,1,74,0.013513513513513514
princely,charity,1,74,0.013513513513513514
bones,among,1,74,0.013513513513513514
widow,now,1,74,0.013513513513513514
yonder,sits,1,74,0.013513513513513514
princely,troilus,1,74,0.013513513513513514
princely,train,1,74,0.013513513513513514
towards,himself,1,74,0.013513513513513514
ways,be,1,74,0.013513513513513514
goodly,days,1,74,0.013513513513513514
towards,this,1,74,0.013513513513513514
princely,pericles,1,74,0.013513513513513514
goodly,city,1,74,0.013513513513513514
wits,in,1,74,0.013513513513513514
widow,in,1,74,0.013513513513513514
towards,your,1,74,0.013513513513513514
scarce,confesses,1,74,0.013513513513513514
widow,:,1,74,0.013513513513513514
goodly,sons,1,74,0.013513513513513514
drown,our,1,74,0.013513513513513514
goodly,outside,1,74,0.013513513513513514
drown,:,1,74,0.013513513513513514
view,thereof,1,74,0.013513513513513514
goodly,saying,1,74,0.013513513513513514
scarce,made,1,74,0.013513513513513514
princely,testimony,1,74,0.013513513513513514
goodly,count,1,74,0.013513513513513514
goodly,clew,1,74,0.013513513513513514
yonder,troops,1,74,0.013513513513513514
princely,warwick,1,74,0.013513513513513514
princely,boys,1,74,0.013513513513513514
drown,desperate,1,74,0.013513513513513514
scarce,thaws,1,74,0.013513513513513514
princely,henry,1,74,0.013513513513513514
goodly,jest,1,74,0.013513513513513514
princely,semblance,1,74,0.013513513513513514
wits,the,1,74,0.013513513513513514
goodly,one,1,74,0.013513513513513514
know'st,him,1,74,0.013513513513513514
tear,such,1,74,0.013513513513513514
yonder,coppice,1,74,0.013513513513513514
princely,favour,1,74,0.013513513513513514
tear,my,1,74,0.013513513513513514
princely,eyes,1,74,0.013513513513513514
towards,ourselves,1,74,0.013513513513513514
towards,corinth,1,74,0.013513513513513514
goodly,bulk,1,74,0.013513513513513514
goodly,apple,1,74,0.013513513513513514
widow,cries,1,74,0.013513513513513514
drown,thy,1,74,0.013513513513513514
widow,lady,1,74,0.013513513513513514
bones,indeed,1,74,0.013513513513513514
princely,suitors,1,74,0.013513513513513514
towards,any,1,74,0.013513513513513514
goodly,company,1,74,0.013513513513513514
for't,there,1,74,0.013513513513513514
widow,had,1,74,0.013513513513513514
yonder,from,1,74,0.013513513513513514
tear,and,1,74,0.013513513513513514
widow,says,1,74,0.013513513513513514
princely,eggs,1,74,0.013513513513513514
goodly,sight,1,74,0.013513513513513514
princely,nephew,1,74,0.013513513513513514
goodly,manor,1,74,0.013513513513513514
princely,blood,1,74,0.013513513513513514
princely,richard,1,74,0.013513513513513514
scarce,cold,1,74,0.013513513513513514
know'st,their,1,74,0.013513513513513514
goodly,prize,1,74,0.013513513513513514
princely,gait,1,74,0.013513513513513514
scarce,did,1,74,0.013513513513513514
goodly,tree,1,74,0.013513513513513514
sun,doth,3,222,0.013513513513513514
goodly,speech,1,74,0.013513513513513514
princely,feet,1,74,0.013513513513513514
goodly,watch,1,74,0.013513513513513514
wits,as,1,74,0.013513513513513514
view,themselves,1,74,0.013513513513513514
aught,within,1,74,0.013513513513513514
goodly,",",1,74,0.013513513513513514
ways,meet,1,74,0.013513513513513514
scarce,himself,1,74,0.013513513513513514
duty,of,2,148,0.013513513513513514
yonder,turret,1,74,0.013513513513513514
yonder,with,1,74,0.013513513513513514
princely,fellows,1,74,0.013513513513513514
princely,knee,1,74,0.013513513513513514
says,nothing,3,222,0.013513513513513514
towards,florence,1,74,0.013513513513513514
sun,!,3,222,0.013513513513513514
princely,sons,1,74,0.013513513513513514
drown,your,1,74,0.013513513513513514
goodly,frame,1,74,0.013513513513513514
princely,graces,1,74,0.013513513513513514
towards,athens,1,74,0.013513513513513514
do't,to-night,1,74,0.013513513513513514
scarce,six,1,74,0.013513513513513514
tear,down,1,74,0.013513513513513514
do't,before,1,74,0.013513513513513514
know'st,them,1,74,0.013513513513513514
drown,!,1,74,0.013513513513513514
thank,ye,4,296,0.013513513513513514
sad,but,2,148,0.013513513513513514
view,men,1,74,0.013513513513513514
princely,queen,1,74,0.013513513513513514
aught,amiss,1,74,0.013513513513513514
scarce,come,1,74,0.013513513513513514
duty,this,2,148,0.013513513513513514
know'st,she,1,74,0.013513513513513514
know'st,did,1,74,0.013513513513513514
tear,trill,1,74,0.013513513513513514
bones,would,1,74,0.013513513513513514
gone,with,6,444,0.013513513513513514
view,to,1,74,0.013513513513513514
duty,owes,2,148,0.013513513513513514
scarce,half,1,74,0.013513513513513514
bones,to-night,1,74,0.013513513513513514
scarce,have,1,74,0.013513513513513514
towards,their,1,74,0.013513513513513514
aught,so,1,74,0.013513513513513514
know'st,.,1,74,0.013513513513513514
scarce,cater-cousins,1,74,0.013513513513513514
yonder,she,1,74,0.013513513513513514
tear,them,1,74,0.013513513513513514
drown,themselves,1,74,0.013513513513513514
scarce,know,1,74,0.013513513513513514
tear,is,1,74,0.013513513513513514
goodly,nap,1,74,0.013513513513513514
goodly,chamber,1,74,0.013513513513513514
widow,'d,1,74,0.013513513513513514
widow,you,1,74,0.013513513513513514
aught,:,1,74,0.013513513513513514
aught,against,1,74,0.013513513513513514
wits,again,1,74,0.013513513513513514
bones,good,1,74,0.013513513513513514
know'st,this,1,74,0.013513513513513514
yonder,venus,1,74,0.013513513513513514
view,is,1,74,0.013513513513513514
scarce,help,1,74,0.013513513513513514
wits,they,1,74,0.013513513513513514
sun,sets,3,222,0.013513513513513514
bones,shall,1,74,0.013513513513513514
goodly,portly,1,74,0.013513513513513514
scarce,is,1,74,0.013513513513513514
goodly,lord,1,74,0.013513513513513514
scarce,ever,1,74,0.013513513513513514
scarce,tell,1,74,0.013513513513513514
goodly,ilion,1,74,0.013513513513513514
yonder,point,1,74,0.013513513513513514
sad,brow,2,148,0.013513513513513514
aught,toward,1,74,0.013513513513513514
aught,an,1,74,0.013513513513513514
know'st,little,1,74,0.013513513513513514
wits,so,1,74,0.013513513513513514
towards,thy,1,74,0.013513513513513514
princely,bride,1,74,0.013513513513513514
widow,wed,1,74,0.013513513513513514
scarce,serves,1,74,0.013513513513513514
scarce,found,1,74,0.013513513513513514
tear,with,1,74,0.013513513513513514
princely,heap,1,74,0.013513513513513514
ways,away,1,74,0.013513513513513514
tear,out,1,74,0.013513513513513514
aught,possess,1,74,0.013513513513513514
change,not,2,148,0.013513513513513514
know'st,'t,1,74,0.013513513513513514
princely,sceptre,1,74,0.013513513513513514
princely,charles,1,74,0.013513513513513514
widow,weeps,1,74,0.013513513513513514
princely,peers,1,74,0.013513513513513514
goodly,king,1,74,0.013513513513513514
duty,as,2,148,0.013513513513513514
change,that,2,148,0.013513513513513514
scarce,ask,1,74,0.013513513513513514
scarce,speak,1,74,0.013513513513513514
